日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2000-01-04,576.58,601.56,609.79,567.1,82160,147324992,7.42,4.62,26.56,0.77
2000-01-05,603.46,594.29,619.27,592.39,93993,173475008,4.47,-1.21,-7.27,0.88
2000-01-06,593.03,617.06,625.6,584.49,120222,221192000,6.92,3.83,22.77,1.12
2000-01-07,624.02,641.09,648.36,620.85,229346,443592000,4.46,3.89,24.03,2.14
2000-01-10,649,660.06,670.82,648.36,185210,372294016,3.5,2.96,18.97,1.73
2000-01-11,660.38,624.02,661.96,617.69,126663,245867008,6.71,-5.46,-36.04,1.18
2000-01-12,624.02,599.98,630.34,596.5,91752,169418000,5.42,-3.85,-24.04,0.86
2000-01-13,598.72,596.82,605.04,589.23,50058,90723000,2.64,-0.53,-3.16,0.47
2000-01-14,596.82,588.6,604.73,584.49,55972,100267000,3.39,-1.38,-8.22,0.52
2000-01-17,589.23,594.92,595.56,576.58,34501,61534000,3.22,1.07,6.32,0.32
2000-01-18,592.39,582.59,594.92,579.11,46563,82818000,2.66,-2.07,-12.33,0.43
2000-01-19,576.58,585.75,587.65,576.58,37811,67007000,1.9,0.54,3.16,0.35
2000-01-20,586.07,586.39,589.23,578.16,58437,103508000,1.89,0.11,0.64,0.55
2000-01-21,586.07,591.13,600.62,581.64,86262,154067008,3.24,0.81,4.74,0.81
2000-01-24,589.55,576.58,590.81,567.1,112516,196243008,4.01,-2.46,-14.55,1.05
2000-01-25,576.58,583.54,601.56,576.58,83718,149259008,4.33,1.21,6.96,0.78
2000-01-26,583.54,581.01,588.6,576.58,47723,83862000,2.06,-0.43,-2.53,0.45
2000-01-27,581.33,588.92,597.77,578.16,73569,131076000,3.38,1.36,7.91,0.69
2000-01-28,592.39,609.15,610.73,581.64,167366,305519008,4.94,3.44,20.23,1.56
2000-02-14,630.34,667.34,667.65,614.53,233709,460704992,8.72,9.55,58.19,2.18
2000-02-15,671.45,637.93,687.58,627.18,350732,703966016,9.05,-4.41,-29.41,3.28
2000-02-16,633.5,618.64,633.5,610.1,215392,404820000,3.67,-3.02,-19.29,2.01
2000-02-17,618.64,617.69,645.83,599.67,358841,677313024,7.46,-0.15,-0.95,3.35
2000-02-18,617.38,605.36,617.38,597.14,139293,255056992,3.28,-2,-12.33,1.3
2000-02-21,605.36,621.17,639.83,592.39,237916,446412000,7.84,2.61,15.81,2.22
2000-02-22,624.02,600.3,631.92,598.72,124888,232056000,5.34,-3.36,-20.87,1.17
2000-02-23,598.72,595.56,610.73,592.39,88176,160031008,3.06,-0.79,-4.74,0.82
2000-02-24,593.98,598.09,601.88,592.39,63338,114762000,1.59,0.42,2.53,0.59
2000-02-25,598.09,595.24,598.72,592.39,97624,176012992,1.06,-0.48,-2.85,0.91
2000-02-28,595.56,610.1,617.06,586.07,154358,279276000,5.21,2.5,14.86,1.44
2000-02-29,611.37,602.51,623.7,593.98,143895,264902000,4.87,-1.24,-7.59,1.34
2000-03-01,605.04,618.01,639.83,597.14,302414,571840000,7.09,2.57,15.5,2.82
2000-03-02,614.53,603.78,616.43,598.72,118860,218828000,2.87,-2.3,-14.23,1.11
2000-03-03,605.36,610.73,620.85,604.09,120727,225128000,2.78,1.15,6.95,1.13
2000-03-06,617.69,599.98,636.66,598.72,180097,339648000,6.21,-1.76,-10.75,1.68
2000-03-07,592.39,624.96,633.5,592.39,277554,521233984,6.85,4.16,24.98,2.59
2000-03-08,626.23,615.16,630.02,608.52,108354,202976992,3.44,-1.57,-9.8,1.01
2000-03-09,616.74,657.85,674.29,606.94,780590,1544929024,10.95,6.94,42.69,7.29
2000-03-10,655,625.28,655,623.7,287432,560296000,4.76,-4.95,-32.57,2.68
2000-03-13,624.02,628.13,642.99,620.85,112334,215746000,3.54,0.46,2.85,1.05
2000-03-14,620.54,611.05,623.38,601.88,172199,318663008,3.42,-2.72,-17.08,1.61
2000-03-15,608.2,606.31,620.85,601.88,73010,134828000,3.1,-0.78,-4.74,0.68
2000-03-16,603.78,589.86,603.78,587.02,168057,303393984,2.76,-2.71,-16.45,1.57
2000-03-17,586.07,597.77,602.51,585.44,88670,160128992,2.89,1.34,7.91,0.83
2000-03-20,589.23,599.35,604.09,582.28,75644,137068000,3.65,0.26,1.58,0.71
2000-03-21,599.35,600.62,604.73,592.39,69673,126477000,2.06,0.21,1.27,0.65
2000-03-22,600.62,607.57,612.95,597.14,73829,135504992,2.63,1.16,6.95,0.69
2000-03-23,608.2,611.68,615.16,600.62,82300,152316992,2.39,0.68,4.11,0.77
2000-03-24,627.49,608.2,639.19,606.94,117626,223136000,5.27,-0.57,-3.48,1.1
2000-03-27,608.2,617.38,618.96,605.04,98717,183487008,2.29,1.51,9.18,0.92
2000-03-28,620.54,614.21,624.02,611.37,93154,174864992,2.05,-0.51,-3.17,0.87
2000-03-29,617.69,607.89,620.22,602.83,76414,141508000,2.83,-1.03,-6.32,0.71
2000-03-30,606.62,610.42,614.53,604.41,73107,135296992,1.66,0.42,2.53,0.68
2000-03-31,610.42,604.09,611.37,602.2,71787,131989000,1.5,-1.04,-6.33,0.67
2000-04-03,604.41,601.25,608.2,598.72,61355,112469000,1.57,-0.47,-2.84,0.57
2000-04-04,601.25,595.87,603.15,593.98,63563,115426000,1.53,-0.89,-5.38,0.59
2000-04-05,595.56,603.46,613.58,593.98,58978,107869000,3.29,1.27,7.59,0.55
2000-04-06,605.04,607.57,608.2,600.3,52444,96256000,1.31,0.68,4.11,0.49
2000-04-07,610.73,620.85,630.34,605.36,221066,418217984,4.11,2.19,13.28,2.06
2000-04-10,624.33,618.32,633.5,614.53,105058,199596000,3.06,-0.41,-2.53,0.98
2000-04-11,619.27,620.85,633.5,614.53,100332,190863008,3.07,0.41,2.53,0.94
2000-04-12,624.02,627.18,639.83,620.85,157649,302648992,3.06,1.02,6.33,1.47
2000-04-13,628.76,628.13,631.92,620.85,95699,182244000,1.77,0.15,0.95,0.89
2000-04-14,628.76,639.51,655.64,628.76,317630,622422016,4.28,1.81,11.38,2.97
2000-04-17,640.46,630.66,656.27,622.43,212811,415862016,5.29,-1.38,-8.85,1.99
2000-04-18,631.6,626.86,638.25,623.07,75959,145108992,2.41,-0.6,-3.8,0.71
2000-04-19,640.14,628.76,645.52,627.18,68779,133048000,2.93,0.3,1.9,0.64
2000-04-20,629.71,624.65,634.45,620.85,92860,176624992,2.16,-0.65,-4.11,0.87
2000-04-21,624.65,618.01,627.18,617.06,37235,70556385,1.62,-1.06,-6.64,0.35
2000-04-24,618.01,610.42,622.12,608.2,61721,115057000,2.25,-1.23,-7.59,0.58
2000-04-25,610.73,614.21,621.49,610.42,40296,75276000,1.81,0.62,3.79,0.38
2000-04-26,617.69,628.13,649.31,612.95,102232,196202000,5.92,2.27,13.92,0.95
2000-04-27,633.5,616.43,636.66,614.85,48162,91328000,3.47,-1.86,-11.7,0.45
2000-04-28,615.79,625.6,630.34,612.95,69124,130823000,2.82,1.49,9.17,0.65
2000-05-08,627.81,617.69,629.71,615.79,43998,82869000,2.23,-1.26,-7.91,0.41
2000-05-09,617.69,604.09,620.85,598.72,58130,107205000,3.58,-2.2,-13.6,0.54
2000-05-10,602.83,596.82,605.04,593.34,51816,93915000,1.94,-1.2,-7.27,0.48
2000-05-11,595.87,592.08,604.73,590.81,52101,94298000,2.33,-0.79,-4.74,0.49
2000-05-12,592.39,593.03,597.77,586.7,46386,83417000,1.87,0.16,0.95,0.43
2000-05-15,592.71,576.58,593.98,575.95,42799,75823000,3.04,-2.77,-16.45,0.4
2000-05-16,576.58,584.17,587.33,576.58,28772,50852000,1.86,1.32,7.59,0.27
2000-05-17,583.86,581.33,590.5,576.58,31219,55064000,2.38,-0.49,-2.84,0.29
2000-05-18,581.33,587.02,587.65,576.58,31972,56475000,1.9,0.98,5.69,0.3
2000-05-19,588.6,589.55,598.72,586.07,41384,74248000,2.15,0.43,2.53,0.39
2000-05-22,590.81,594.92,601.56,589.55,56730,102295000,2.04,0.91,5.37,0.53
2000-05-23,594.92,597.45,598.72,582.28,54321,97403000,2.76,0.43,2.53,0.51
2000-05-24,597.45,594.61,600.3,591.13,56906,102758000,1.53,-0.48,-2.84,0.53
2000-05-25,595.56,612.63,623.7,595.56,122278,228292000,4.73,3.03,18.02,1.14
2000-05-26,617.69,602.51,620.54,601.88,58532,108164000,3.05,-1.65,-10.12,0.55
2000-05-29,602.51,600.93,608.2,592.39,95648,173296992,2.62,-0.26,-1.58,0.89
2000-05-30,604.09,593.98,607.26,592.39,52872,95727000,2.47,-1.16,-6.95,0.49
2000-05-31,593.66,592.39,600.3,589.23,54169,97498000,1.86,-0.27,-1.59,0.51
2000-06-01,592.71,594.29,601.88,590.81,44001,79414000,1.87,0.32,1.9,0.41
2000-06-02,594.29,598.72,608.2,592.39,71680,130463000,2.66,0.75,4.43,0.67
2000-06-05,598.72,595.56,606.62,593.98,75602,137512000,2.11,-0.53,-3.16,0.71
2000-06-06,597.14,600.62,602.51,592.39,58625,106444000,1.7,0.85,5.06,0.55
2000-06-07,601.88,608.2,612.95,600.62,96722,178507008,2.05,1.26,7.58,0.9
2000-06-08,611.37,614.53,631.29,611.37,240442,454825984,3.28,1.04,6.33,2.25
2000-06-09,620.54,603.46,622.75,601.25,70452,130540000,3.5,-1.8,-11.07,0.66
2000-06-12,601.88,607.57,611.37,598.09,44212,81191000,2.2,0.68,4.11,0.41
2000-06-13,608.52,611.05,614.53,605.04,45091,83585000,1.56,0.57,3.48,0.42
2000-06-14,614.53,613.9,624.02,611.05,87898,165480000,2.12,0.47,2.85,0.82
2000-06-15,614.21,617.38,626.86,608.2,76365,143492992,3.04,0.57,3.48,0.71
2000-06-16,617.38,607.89,623.07,604.41,46886,87274000,3.02,-1.54,-9.49,0.44
2000-06-19,608.2,601.25,609.47,598.72,50467,92356000,1.77,-1.09,-6.64,0.47
2000-06-20,601.25,598.4,605.04,594.61,48203,87845000,1.73,-0.47,-2.85,0.45
2000-06-21,599.67,599.67,603.46,594.92,31678,57588000,1.43,0.21,1.27,0.3
2000-06-23,608.2,599.35,608.2,595.56,42445,77357000,2.11,-0.05,-0.32,0.4
2000-06-26,599.35,598.72,602.51,595.56,64624,117511000,1.16,-0.11,-0.63,0.6
2000-06-27,598.72,596.5,601.88,593.98,74005,134153000,1.32,-0.37,-2.22,0.69
2000-06-28,596.5,597.14,601.88,595.56,48394,87916000,1.06,0.11,0.64,0.45
2000-06-29,597.14,594.61,598.72,592.39,61503,111064000,1.06,-0.42,-2.53,0.57
2000-06-30,594.92,596.5,600.62,589.23,72800,131085000,1.92,0.32,1.89,0.68
2000-07-03,592.39,584.17,593.34,582.91,55229,98410000,1.75,-2.07,-12.33,0.52
2000-07-04,582.28,587.33,592.08,579.43,50343,89437000,2.17,0.54,3.16,0.47
2000-07-05,587.65,581.96,587.97,579.75,36828,65252000,1.4,-0.91,-5.37,0.34
2000-07-06,581.96,583.54,587.65,581.64,24370,43182000,1.03,0.27,1.58,0.23
2000-07-07,584.49,590.5,593.98,582.91,23887,42708000,1.9,1.19,6.96,0.22
2000-07-10,592.39,583.22,595.56,582.91,43051,76428000,2.14,-1.23,-7.28,0.4
2000-07-11,584.17,593.34,597.45,583.86,44331,79494000,2.33,1.74,10.12,0.41
2000-07-12,593.34,599.03,609.79,591.76,70926,129735000,3.04,0.96,5.69,0.66
2000-07-13,599.03,592.39,605.04,590.81,43212,78240282,2.38,-1.11,-6.64,0.4
2000-07-14,592.39,591.13,594.92,587.65,38262,68523000,1.23,-0.21,-1.26,0.36
2000-07-17,591.76,586.7,592.39,584.49,38887,69247000,1.34,-0.75,-4.43,0.36
2000-07-18,587.65,587.33,592.39,585.44,15672,27931000,1.18,0.11,0.63,0.15
2000-07-19,590.81,593.66,601.56,587.33,36573,65937000,2.42,1.08,6.33,0.34
2000-07-20,594.92,589.23,597.14,586.07,26775,47919000,1.86,-0.75,-4.43,0.25
2000-07-21,589.23,587.33,593.98,585.44,35228,62952000,1.45,-0.32,-1.9,0.33
2000-07-24,587.02,583.54,587.02,582.59,36401,64565000,0.75,-0.65,-3.79,0.34
2000-07-25,584.49,585.44,588.6,582.59,40268,71493000,1.03,0.33,1.9,0.38
2000-07-26,579.11,582.91,591.45,579.11,31042,55097000,2.11,-0.43,-2.53,0.29
2000-07-27,588.6,623.38,638.88,587.65,644710,1228249984,8.79,6.94,40.47,6.02
2000-07-28,617.69,607.26,623.07,606.62,176273,329043008,2.64,-2.59,-16.12,1.65
2000-07-31,608.52,608.52,619.9,606.62,82135,153192000,2.19,0.21,1.26,0.77
2000-08-01,609.79,610.42,619.27,609.15,48331,90129000,1.66,0.31,1.9,0.45
2000-08-02,612,600.62,616.74,598.72,54390,99672000,2.95,-1.61,-9.8,0.51
2000-08-03,601.88,599.98,610.1,595.87,72859,133099000,2.37,-0.11,-0.64,0.68
2000-08-04,600.3,600.3,605.99,591.76,99677,181012992,2.37,0.05,0.32,0.93
2000-08-07,602.2,601.88,611.37,598.72,31379,57672000,2.11,0.26,1.58,0.29
2000-08-08,603.46,599.03,605.04,595.56,45152,82147000,1.58,-0.47,-2.85,0.42
2000-08-09,598.72,603.46,610.73,597.14,44070,80766000,2.27,0.74,4.43,0.41
2000-08-10,603.46,599.35,605.99,598.72,44990,82069000,1.2,-0.68,-4.11,0.42
2000-08-11,599.67,601.56,606.62,598.72,46668,85484000,1.32,0.37,2.21,0.44
2000-08-14,603.46,608.52,619.27,602.51,67842,125764000,2.79,1.16,6.96,0.63
2000-08-15,608.2,601.88,611.05,601.25,28553,52501000,1.61,-1.09,-6.64,0.27
2000-08-16,605.04,605.68,611.05,599.98,46560,85710000,1.84,0.63,3.8,0.43
2000-08-17,605.68,610.73,622.43,605.04,83083,155420000,2.87,0.83,5.05,0.78
2000-08-18,611.37,607.57,614.53,606.62,34539,63937000,1.3,-0.52,-3.16,0.32
2000-08-21,608.2,605.04,614.53,604.41,51395,94992000,1.67,-0.42,-2.53,0.48
2000-08-22,605.04,596.5,608.2,595.56,44340,81234000,2.09,-1.41,-8.54,0.41
2000-08-23,595.56,595.24,601.88,583.22,87616,157344000,3.13,-0.21,-1.26,0.82
2000-08-24,594.92,595.56,604.73,590.81,50125,90965000,2.34,0.05,0.32,0.47
2000-08-25,597.14,595.56,598.72,592.39,31017,56040000,1.06,0,0,0.29
2000-08-28,597.14,594.92,601.56,593.03,33713,61097000,1.43,-0.11,-0.64,0.31
2000-08-29,594.92,593.34,597.14,592.39,37677,67929000,0.8,-0.27,-1.58,0.35
2000-08-30,593.98,588.92,595.56,587.65,50504,90554000,1.33,-0.74,-4.42,0.47
2000-08-31,588.92,584.49,591.13,583.54,43600,77650000,1.29,-0.75,-4.43,0.41
2000-09-01,582.91,584.17,587.65,580.69,38580,68413000,1.19,-0.05,-0.32,0.36
2000-09-04,582.91,581.33,586.07,575.95,36981,65053000,1.73,-0.49,-2.84,0.35
2000-09-05,583.86,567.41,584.17,564.57,39139,68170000,3.37,-2.39,-13.92,0.37
2000-09-06,565.83,555.71,566.78,555.08,52028,88342000,2.06,-2.06,-11.7,0.49
2000-09-07,555.71,560.77,567.1,554.76,30112,51218000,2.22,0.91,5.06,0.28
2000-09-08,560.77,559.19,563.62,557.61,24171,41027000,1.07,-0.28,-1.58,0.23
2000-09-11,560.14,558.88,569.94,556.03,21988,37347000,2.49,-0.06,-0.31,0.21
2000-09-12,558.88,566.15,569.94,558.88,30613,52443000,1.98,1.3,7.27,0.29
2000-09-13,566.15,573.1,586.07,566.15,71459,124987000,3.52,1.23,6.95,0.67
2000-09-14,573.42,564.57,576.27,563.93,17967,30928000,2.15,-1.49,-8.53,0.17
2000-09-15,563.93,562.04,567.1,560.77,18135,30908000,1.12,-0.45,-2.53,0.17
2000-09-18,562.35,555.08,563.93,554.45,24368,41141000,1.69,-1.24,-6.96,0.23
2000-09-19,554.45,541.8,554.45,541.17,30940,51015000,2.39,-2.39,-13.28,0.29
2000-09-20,541.17,545.59,550.34,532.31,35193,57459000,3.33,0.7,3.79,0.33
2000-09-21,547.49,543.7,554.45,537.69,38490,63437000,3.07,-0.35,-1.89,0.36
2000-09-22,543.7,537.37,547.49,535.79,25148,41079000,2.15,-1.16,-6.33,0.23
2000-09-25,539.27,542.43,548.12,539.27,20270,33271000,1.65,0.94,5.06,0.19
2000-09-26,543.38,548.12,554.13,543.38,19059,31759000,1.98,1.05,5.69,0.18
2000-09-27,549.7,562.99,568.68,549.7,47382,80215000,3.46,2.71,14.87,0.44
2000-09-28,563.93,557.29,568.99,556.35,44541,75950000,2.25,-1.01,-5.7,0.42
2000-09-29,560.14,559.51,563.3,557.61,19144,32513000,1.02,0.4,2.22,0.18
2000-10-09,560.77,552.87,566.46,550.02,15295,25598000,2.94,-1.19,-6.64,0.14
2000-10-10,554.45,579.43,582.91,551.29,77650,133587000,5.72,4.8,26.56,0.73
2000-10-11,582.91,575.32,587.97,573.42,129996,229744992,2.51,-0.71,-4.11,1.21
2000-10-12,575.32,567.1,577.22,564.25,32432,55922000,2.25,-1.43,-8.22,0.3
2000-10-13,563.93,566.78,573.42,563.93,22832,39341000,1.67,-0.06,-0.32,0.21
2000-10-16,563.93,553.82,565.83,552.87,20977,35438000,2.29,-2.29,-12.96,0.2
2000-10-17,554.45,558.56,563.3,551.6,11647,19620000,2.11,0.86,4.74,0.11
2000-10-18,560.77,560.46,568.68,557.61,18160,30976000,1.98,0.34,1.9,0.17
2000-10-19,560.77,554.13,562.67,551.29,16768,28261000,2.03,-1.13,-6.33,0.16
2000-10-20,554.45,562.35,566.46,553.5,22719,38463000,2.34,1.48,8.22,0.21
2000-10-23,574.69,573.74,582.59,569.94,101335,177172992,2.25,2.03,11.39,0.95
2000-10-24,576.58,577.85,579.75,571.84,37856,66167000,1.38,0.72,4.11,0.35
2000-10-25,578.16,584.49,587.65,576.58,64760,114336000,1.92,1.15,6.64,0.6
2000-10-26,584.49,572.79,585.75,571.84,32601,57207000,2.38,-2,-11.7,0.3
2000-10-27,572.79,575.63,579.75,569.31,30590,53190000,1.82,0.5,2.84,0.29
2000-10-30,576.58,577.85,581.33,575.95,27639,48467000,0.93,0.39,2.22,0.26
2000-10-31,578.16,578.16,582.28,576.9,34862,61256000,0.93,0.05,0.31,0.33
2000-11-01,578.16,582.91,586.07,578.16,52602,93184000,1.37,0.82,4.75,0.49
2000-11-02,586.07,588.28,592.39,584.49,95078,170040000,1.36,0.92,5.37,0.89
2000-11-03,589.86,582.91,591.76,581.01,118124,209812992,1.83,-0.91,-5.37,1.1
2000-11-06,594.35,585.31,594.35,580.38,53002,82600000,2.4,0.41,2.4,0.38
2000-11-07,585.31,573.39,588.6,570.92,55642,85125000,3.02,-2.04,-11.92,0.4
2000-11-08,573.39,582.84,585.72,573.39,29459,45520000,2.15,1.65,9.45,0.21
2000-11-09,584.49,584.08,586.13,580.38,29967,46367000,0.99,0.21,1.24,0.22
2000-11-10,584.49,586.13,593.12,580.38,43949,68324000,2.18,0.35,2.05,0.32
2000-11-13,585.31,591.48,596.82,584.49,52375,81950000,2.1,0.91,5.35,0.38
2000-11-14,593.94,595.18,598.88,588.6,39505,62095000,1.74,0.63,3.7,0.28
2000-11-15,596,604.22,612.85,595.59,84687,135846000,2.9,1.52,9.04,0.61
2000-11-16,605.04,603.81,611.21,600.93,44899,71885000,1.7,-0.07,-0.41,0.32
2000-11-17,605.04,593.12,606.28,590.65,49313,77763000,2.59,-1.77,-10.69,0.35
2000-11-20,593.12,590.24,593.12,584.9,42288,65853000,1.39,-0.49,-2.88,0.3
2000-11-21,590.65,590.24,598.47,585.31,26534,41619000,2.23,0,0,0.19
2000-11-22,590.24,596.41,598.88,590.24,27633,43495000,1.46,1.05,6.17,0.2
2000-11-23,596.82,600.11,605.04,595.18,40003,63487000,1.65,0.62,3.7,0.29
2000-11-24,602.99,598.05,619.84,592.71,119390,192508000,4.52,-0.34,-2.06,0.86
2000-11-27,596.82,589.83,596.82,588.6,29513,46202000,1.37,-1.37,-8.22,0.21
2000-11-28,589.83,591.48,594.77,588.6,21900,34302000,1.05,0.28,1.65,0.16
2000-11-29,591.48,585.31,591.89,583.67,32303,50190000,1.39,-1.04,-6.17,0.23
2000-11-30,584.9,584.08,590.65,582.84,25790,39999000,1.33,-0.21,-1.23,0.19
2000-12-01,584.49,584.08,588.6,582.02,24196,37467000,1.13,0,0,0.17
2000-12-04,584.49,584.08,585.31,580.38,24560,37895000,0.84,0,0,0.18
2000-12-05,584.49,584.9,590.24,584.49,19406,30161000,0.98,0.14,0.82,0.14
2000-12-06,585.31,579.56,587.78,578.32,24500,37793000,1.62,-0.91,-5.34,0.18
2000-12-07,579.56,576.27,580.38,574.21,23709,36295000,1.06,-0.57,-3.29,0.17
2000-12-08,570.1,571.33,576.27,568.05,51548,78289000,1.43,-0.86,-4.94,0.37
2000-12-11,571.33,555.3,572.16,553.66,52914,79107000,3.24,-2.81,-16.03,0.38
2000-12-12,555.3,563.52,563.93,549.55,37330,55102000,2.59,1.48,8.22,0.27
2000-12-13,563.93,557.36,568.46,556.12,19574,29097000,2.19,-1.09,-6.16,0.14
2000-12-14,563.52,562.29,570.51,557.36,24805,37186000,2.36,0.88,4.93,0.18
2000-12-15,565.58,574.62,578.73,562.29,39232,59415000,2.92,2.19,12.33,0.28
2000-12-18,574.62,575.03,578.32,559.82,47902,72757000,3.22,0.07,0.41,0.34
2000-12-19,576.27,561.88,576.27,559,55099,82689000,3,-2.29,-13.15,0.4
2000-12-20,563.11,558.18,563.93,555.71,30879,45892000,1.46,-0.66,-3.7,0.22
2000-12-21,558.59,556.54,563.52,556.54,28314,42063000,1.25,-0.29,-1.64,0.2
2000-12-22,556.54,549.55,557.77,547.49,58951,86405000,1.85,-1.26,-6.99,0.42
2000-12-25,549.55,538.86,549.55,537.21,47117,67947000,2.25,-1.95,-10.69,0.34
2000-12-26,539.27,539.27,548.31,535.16,45157,65023000,2.44,0.08,0.41,0.32
2000-12-27,539.27,538.45,543.38,537.63,36036,51933000,1.07,-0.15,-0.82,0.26
2000-12-28,539.27,537.63,540.09,535.98,38827,55779000,0.76,-0.15,-0.82,0.28
2000-12-29,537.63,544.2,548.31,537.21,23630,34243000,2.06,1.22,6.57,0.17
2001-01-02,545.02,545.44,551.6,539.27,34122,49505000,2.27,0.23,1.24,0.25
2001-01-03,545.85,540.91,547.9,538.04,54294,78304000,1.81,-0.83,-4.53,0.39
2001-01-04,541.33,537.21,543.38,535.16,48404,69573000,1.52,-0.68,-3.7,0.35
2001-01-05,536.39,531.05,536.39,527.76,66419,94154000,1.61,-1.15,-6.16,0.48
2001-01-08,531.05,522.83,531.05,522,69944,98044000,1.7,-1.55,-8.22,0.5
2001-01-09,522.83,545.44,546.67,516.66,52336,74344000,5.74,4.32,22.61,0.38
2001-01-10,545.85,540.09,547.08,535.57,34503,49823000,2.11,-0.98,-5.35,0.25
2001-01-11,541.33,555.3,572.16,540.91,81211,120765000,5.79,2.82,15.21,0.58
2001-01-12,555.3,555.71,561.88,549.96,38902,57510000,2.15,0.07,0.41,0.28
2001-01-15,555.71,530.64,555.71,527.35,29981,43491000,5.1,-4.51,-25.07,0.22
2001-01-16,530.64,542.56,545.44,527.76,23367,33634000,3.33,2.25,11.92,0.17
2001-01-17,543.38,550.78,563.93,543.38,46971,69421000,3.79,1.52,8.22,0.34
2001-01-18,551.6,559.82,568.05,551.6,53659,80080000,2.99,1.64,9.04,0.39
2001-01-19,563.93,563.11,567.22,560.65,62236,93350000,1.17,0.59,3.29,0.45
2001-02-05,563.93,547.08,568.05,545.44,24415,36108000,4.02,-2.85,-16.03,0.18
2001-02-06,547.08,550.78,555.71,538.45,22101,32148000,3.15,0.68,3.7,0.16
2001-02-07,551.19,545.02,555.71,543.38,13508,19732000,2.24,-1.05,-5.76,0.1
2001-02-08,545.02,528.17,547.49,522.83,24233,34689000,4.52,-3.09,-16.85,0.17
2001-02-09,528.99,538.86,543.38,528.99,20286,29095000,2.72,2.02,10.69,0.15
2001-02-12,539.27,538.86,543.38,527.76,23028,32847000,2.9,0,0,0.17
2001-02-13,539.68,535.16,541.33,535.16,15092,21663000,1.15,-0.69,-3.7,0.11
2001-02-14,533.51,531.46,535.98,531.05,13593,19399000,0.92,-0.69,-3.7,0.1
2001-02-15,534.34,528.99,537.21,528.58,13692,19457000,1.62,-0.46,-2.47,0.1
2001-02-16,529.4,530.64,531.05,524.88,16732,23641000,1.17,0.31,1.65,0.12
2001-02-19,530.23,542.97,543.38,527.76,15319,21857000,2.94,2.32,12.33,0.11
2001-02-20,541.33,533.93,545.85,531.05,15961,22972000,2.73,-1.66,-9.04,0.11
2001-02-21,533.1,522.83,533.1,520.77,36539,51274000,2.31,-2.08,-11.1,0.26
2001-02-22,518.72,517.07,522.83,516.25,34421,47856000,1.26,-1.1,-5.76,0.25
2001-02-23,514.6,527.76,527.76,514.6,18374,25558000,2.55,2.07,10.69,0.13
2001-02-26,528.99,531.46,537.63,528.58,18624,26492000,1.71,0.7,3.7,0.13
2001-02-27,533.1,526.94,534.34,524.88,23521,33177000,1.78,-0.85,-4.52,0.17
2001-02-28,531.05,526.53,531.05,524.88,14854,20954000,1.17,-0.08,-0.41,0.11
2001-03-01,531.05,535.16,543.38,526.94,21856,31308000,3.12,1.64,8.63,0.16
2001-03-02,540.09,565.99,575.44,539.68,277292,416886016,6.68,5.76,30.83,1.99
2001-03-05,568.46,565.99,580.79,564.35,186756,284499008,2.9,0,0,1.34
2001-03-06,565.99,568.05,568.87,556.95,60021,89882000,2.11,0.36,2.06,0.43
2001-03-07,570.1,581.61,586.54,568.05,153459,236435008,3.25,2.39,13.56,1.1
2001-03-08,583.67,612.85,623.95,576.27,477047,763859008,8.2,5.37,31.24,3.43
2001-03-09,613.26,613.26,622.72,605.86,315035,511896000,2.75,0.07,0.41,2.26
2001-03-12,613.26,610.39,616.55,602.58,138881,223758000,2.28,-0.47,-2.87,1
2001-03-13,610.39,605.04,615.73,600.93,130946,210222000,2.42,-0.88,-5.35,0.94
2001-03-14,604.22,629.71,639.98,600.11,320527,532169984,6.59,4.08,24.67,2.3
2001-03-15,630.12,633.82,637.93,625.6,190425,317040992,1.96,0.65,4.11,1.37
2001-03-16,633.82,628.06,646.15,626.01,184004,308007008,3.18,-0.91,-5.76,1.32
2001-03-19,628.06,631.76,635.87,619.43,120279,199294000,2.62,0.59,3.7,0.86
2001-03-20,633.82,633.82,644.1,628.06,89125,1.49e+08,2.54,0.33,2.06,0.64
2001-03-21,634.23,644.51,649.85,625.6,194989,329230016,3.83,1.69,10.69,1.4
2001-03-22,646.15,635.87,650.26,633.82,138282,232902000,2.55,-1.34,-8.64,0.99
2001-03-23,635.87,608.74,638.75,607.1,245737,403145984,4.98,-4.27,-27.13,1.77
2001-03-26,607.51,619.02,625.6,605.04,98645,160815008,3.38,1.69,10.28,0.71
2001-03-27,625.6,616.55,627.65,610.39,75360,122854000,2.79,-0.4,-2.47,0.54
2001-03-28,617.38,620.66,623.54,613.26,81723,133262000,1.67,0.67,4.11,0.59
2001-03-29,621.49,618.2,627.65,615.32,66202,108531000,1.99,-0.4,-2.46,0.48
2001-03-30,618.2,614.09,623.54,609.15,85320,138536992,2.33,-0.66,-4.11,0.61
2001-04-02,615.32,626.83,631.76,609.98,88258,144640992,3.55,2.07,12.74,0.63
2001-04-03,627.65,624.36,630.53,619.43,56464,93006000,1.77,-0.39,-2.47,0.41
2001-04-04,625.6,612.85,637.93,605.45,97682,161312000,5.2,-1.84,-11.51,0.7
2001-04-05,612.85,617.38,617.79,609.56,57501,93211000,1.34,0.74,4.53,0.41
2001-04-06,623.95,617.79,628.89,613.26,45613,74695000,2.53,0.07,0.41,0.33
