日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2005-06-10,224.79,230.14,244.52,222.74,257083,171604000,9.64,1.82,4.11,1.82
2005-06-13,230.14,226.85,235.07,221.92,137635,89578000,5.71,-1.43,-3.29,0.98
2005-06-14,226.85,222.33,235.07,221.92,103633,67648000,5.8,-1.99,-4.52,0.74
2005-06-15,220.68,215.34,223.56,214.11,72632,45629000,4.25,-3.14,-6.99,0.52
2005-06-16,215.34,221.5,223.56,215.34,66953,42332000,3.82,2.86,6.16,0.48
2005-06-20,221.09,222.33,226.85,209.17,152498,96519000,7.98,0.37,0.83,1.08
2005-06-21,223.56,222.33,228.08,219.04,94895,61052000,4.07,0,0,0.67
2005-06-22,223.56,226.03,228.08,222.33,87667,56644000,2.59,1.66,3.7,0.62
2005-06-23,225.2,215.75,227.67,213.69,114949,72681000,6.19,-4.55,-10.28,0.82
2005-06-24,215.34,218.22,218.63,213.69,52761,32967000,2.29,1.14,2.47,0.37
2005-06-27,222.33,223.56,226.85,221.09,112689,72527000,2.64,2.45,5.34,0.8
2005-06-28,222.74,216.57,222.74,215.34,71990,45167000,3.31,-3.13,-6.99,0.51
2005-06-29,217.8,215.34,219.45,215.34,31683,19801000,1.9,-0.57,-1.23,0.22
2005-06-30,214.93,203.42,215.34,203.01,111055,66944000,5.73,-5.54,-11.92,0.79
2005-07-01,203.01,197.66,204.24,195.61,76134,44347000,4.24,-2.83,-5.76,0.54
2005-07-04,196.02,199.72,200.13,193.14,55687,31891000,3.54,1.04,2.06,0.4
2005-07-05,198.07,196.43,200.13,194.37,27548,15924000,2.88,-1.65,-3.29,0.2
2005-07-06,196.02,192.73,198.9,190.67,42108,24070000,4.19,-1.88,-3.7,0.3
2005-07-07,190.67,192.32,195.2,190.67,27167,15400000,2.35,-0.21,-0.41,0.19
2005-07-08,192.32,184.1,192.32,183.69,67665,37220000,4.49,-4.27,-8.22,0.48
2005-07-11,185.74,185.33,192.73,183.69,44165,24514000,4.91,0.67,1.23,0.31
2005-07-12,185.33,198.48,201.36,182.45,80901,46324000,10.2,7.1,13.15,0.57
2005-07-13,197.66,195.2,198.48,194.37,42077,24175000,2.07,-1.65,-3.28,0.3
2005-07-14,195.2,196.43,198.9,194.37,34052,19648000,2.32,0.63,1.23,0.24
2005-07-15,195.61,192.32,198.07,189.85,31852,18141000,4.18,-2.09,-4.11,0.23
2005-07-18,192.32,191.91,193.96,186.56,44365,24948000,3.85,-0.21,-0.41,0.31
2005-07-19,191.91,194.78,198.07,187.8,51449,29200000,5.35,1.5,2.87,0.37
2005-07-20,195.2,197.66,198.9,192.32,55713,32182000,3.38,1.48,2.88,0.4
2005-07-21,198.07,197.25,198.07,193.96,26089,14990000,2.08,-0.21,-0.41,0.19
2005-07-22,198.48,204.24,208.35,198.48,126141,75059000,5,3.54,6.99,0.9
2005-07-25,203.83,203.83,207.12,200.54,54791,32591000,3.22,-0.2,-0.41,0.39
2005-07-26,203.42,206.71,210.41,202.59,86025,51893000,3.84,1.41,2.88,0.61
2005-07-27,207.12,209.17,209.58,203.42,72875,43727000,2.98,1.19,2.46,0.52
2005-07-28,209.17,207.12,212.46,206.29,95220,57827000,2.95,-0.98,-2.05,0.68
2005-07-29,206.29,203.42,207.53,201.77,60472,35946000,2.78,-1.79,-3.7,0.43
2005-08-01,203.01,203.42,205.88,198.9,53322,31453000,3.43,0,0,0.38
2005-08-02,203.83,207.12,207.53,200.95,62683,37227000,3.23,1.82,3.7,0.44
2005-08-03,207.94,210.41,220.27,206.71,155431,96121000,6.55,1.59,3.29,1.1
2005-08-04,209.99,207.94,212.46,207.12,68460,41579000,2.54,-1.17,-2.47,0.49
2005-08-05,207.94,215.34,216.57,207.94,149192,92365000,4.15,3.56,7.4,1.06
2005-08-08,216.57,216.16,219.04,213.28,97054,60519000,2.67,0.38,0.82,0.69
2005-08-09,216.57,217.39,217.8,212.46,84561,52556000,2.47,0.57,1.23,0.6
2005-08-10,217.8,218.63,221.5,214.93,115491,72491000,3.02,0.57,1.24,0.82
2005-08-11,218.63,225.62,226.44,217.39,225320,144216992,4.14,3.2,6.99,1.6
2005-08-12,225.62,214.52,226.03,214.52,168574,106591000,5.1,-4.92,-11.1,1.2
2005-08-15,214.52,218.63,219.86,213.28,97681,60947000,3.07,1.92,4.11,0.69
2005-08-16,218.63,212.46,219.86,211.23,110893,68620000,3.95,-2.82,-6.17,0.79
2005-08-17,212.46,214.11,214.52,205.47,104519,63761000,4.26,0.78,1.65,0.74
2005-08-18,214.11,207.12,218.22,206.29,134629,82577000,5.57,-3.26,-6.99,0.96
2005-08-19,207.12,205.06,212.05,202.18,78197,46883000,4.77,-0.99,-2.06,0.55
2005-08-22,205.88,207.94,209.58,204.24,46587,28052000,2.6,1.4,2.88,0.33
2005-08-23,207.94,205.88,208.35,200.95,66127,39431000,3.56,-0.99,-2.06,0.47
2005-08-24,205.06,207.53,209.58,205.06,49655,29951000,2.2,0.8,1.65,0.35
2005-08-25,207.94,206.71,209.17,203.83,43178,25921000,2.57,-0.4,-0.82,0.31
2005-08-26,206.29,212.46,214.52,205.47,99172,60867000,4.38,2.78,5.75,0.7
2005-08-29,213.69,209.58,216.16,208.35,76834,47182000,3.68,-1.36,-2.88,0.55
2005-08-30,212.46,211.64,215.34,209.58,88404,54477000,2.75,0.98,2.06,0.63
2005-08-31,211.64,215.75,216.16,208.76,100912,62215000,3.5,1.94,4.11,0.72
2005-09-01,216.16,218.22,220.27,213.69,152859,95897000,3.05,1.14,2.47,1.08
2005-09-02,219.86,216.98,224.38,216.16,132731,83999000,3.77,-0.57,-1.24,0.94
2005-09-05,217.39,219.04,219.45,214.52,77980,48765000,2.27,0.95,2.06,0.55
2005-09-06,219.86,212.46,220.27,211.64,90479,56411000,3.94,-3,-6.58,0.64
2005-09-07,212.05,214.93,215.75,209.99,84238,51833000,2.71,1.16,2.47,0.6
2005-09-08,214.93,219.45,223.15,213.69,179956,113567000,4.4,2.1,4.52,1.28
2005-09-09,219.04,216.57,223.56,215.75,99116,62725000,3.56,-1.31,-2.88,0.7
2005-09-12,216.98,216.16,218.22,213.69,49573,30873000,2.09,-0.19,-0.41,0.35
2005-09-13,216.16,219.86,220.27,213.69,82124,51399000,3.04,1.71,3.7,0.58
2005-09-14,219.45,221.92,222.74,218.63,134423,85405000,1.87,0.94,2.06,0.95
2005-09-15,221.92,217.8,222.33,216.98,82729,52137000,2.41,-1.86,-4.12,0.59
2005-09-16,218.22,218.63,221.5,216.98,72815,45986000,2.08,0.38,0.83,0.52
2005-09-19,218.63,217.8,219.45,215.34,69513,43485000,1.88,-0.38,-0.83,0.49
2005-09-20,217.39,212.05,217.39,211.64,105659,65257000,2.64,-2.64,-5.75,0.75
2005-09-21,212.05,207.53,213.69,207.12,83603,50898000,3.1,-2.13,-4.52,0.59
2005-09-22,207.12,202.18,207.94,199.31,93892,55674000,4.16,-2.58,-5.35,0.67
2005-09-23,202.18,200.13,204.24,199.31,47111,27713000,2.44,-1.01,-2.05,0.33
2005-09-26,200.13,203.83,204.24,198.48,41001,24081000,2.88,1.85,3.7,0.29
2005-09-27,205.88,196.43,205.88,196.02,50313,29231000,4.84,-3.63,-7.4,0.36
2005-10-21,217.8,220.27,220.27,207.94,177062,111927000,6.28,12.14,23.84,1.26
2005-10-24,229.73,216.57,230.14,215.75,378669,241903008,6.53,-1.68,-3.7,2.69
2005-10-25,215.34,209.58,218.63,206.71,174573,106832000,5.5,-3.23,-6.99,1.24
2005-10-26,210.41,203.01,212.46,200.13,134733,80724000,5.88,-3.13,-6.57,0.96
2005-10-27,203.01,199.31,204.65,197.25,100135,58863000,3.65,-1.82,-3.7,0.71
2005-10-28,198.9,189.03,200.95,186.15,102124,58016000,7.43,-5.16,-10.28,0.72
2005-10-31,189.03,194.37,197.25,189.03,90950,51856000,4.35,2.82,5.34,0.65
2005-11-01,193.55,193.96,195.61,189.85,44721,25340000,2.96,-0.21,-0.41,0.32
2005-11-02,193.55,196.43,197.66,192.32,44386,25518000,2.75,1.27,2.47,0.31
2005-11-03,196.84,192.73,197.25,190.26,42851,24301000,3.56,-1.88,-3.7,0.3
2005-11-04,191.91,193.96,194.37,189.85,31272,17654000,2.35,0.64,1.23,0.22
2005-11-07,194.78,194.78,195.2,191.08,31234,17758000,2.12,0.42,0.82,0.22
2005-11-08,194.78,196.43,197.25,191.91,32793,18778000,2.74,0.85,1.65,0.23
2005-11-09,196.43,194.37,197.25,192.32,26814,15312000,2.51,-1.05,-2.06,0.19
2005-11-10,193.96,187.8,193.96,186.97,43691,24437000,3.6,-3.38,-6.57,0.31
2005-11-11,187.8,187.38,189.85,186.15,26238,14597000,1.97,-0.22,-0.42,0.19
2005-11-14,187.38,189.85,192.32,187.38,16786,9389000,2.64,1.32,2.47,0.12
2005-11-15,190.26,190.26,192.73,189.03,27866,15686000,1.95,0.22,0.41,0.2
2005-11-16,189.44,192.32,192.32,188.62,23543,13207000,1.94,1.08,2.06,0.17
2005-11-17,193.14,193.14,193.96,191.08,33795,19175000,1.5,0.43,0.82,0.24
2005-11-18,193.96,197.25,198.48,191.5,75598,43453000,3.61,2.13,4.11,0.54
2005-11-21,197.25,195.61,197.25,194.37,34461,19781000,1.46,-0.83,-1.64,0.24
2005-11-22,195.2,189.85,195.2,189.85,29898,16881000,2.74,-2.94,-5.76,0.21
2005-11-23,189.03,192.32,192.73,188.21,23204,13092000,2.38,1.3,2.47,0.16
2005-11-24,193.14,193.96,196.43,189.85,35105,20055000,3.42,0.85,1.64,0.25
2005-11-25,194.37,201.36,202.18,192.73,137612,80344000,4.87,3.82,7.4,0.98
2005-11-28,201.36,197.66,201.36,196.84,46564,27068000,2.24,-1.84,-3.7,0.33
2005-11-29,196.02,197.25,200.54,196.02,31657,18330000,2.29,-0.21,-0.41,0.22
2005-11-30,196.43,199.72,200.13,195.61,36485,21214000,2.29,1.25,2.47,0.26
2005-12-01,199.72,198.07,200.13,196.84,26393,15323000,1.65,-0.83,-1.65,0.19
2005-12-02,197.66,199.31,200.13,196.43,43237,25178000,1.87,0.63,1.24,0.31
2005-12-05,198.07,190.67,198.07,190.26,44641,25507000,3.92,-4.33,-8.64,0.32
2005-12-06,189.85,196.43,200.13,189.85,49805,28708000,5.39,3.02,5.76,0.35
2005-12-07,196.43,198.48,199.31,195.2,40862,23680000,2.09,1.04,2.05,0.29
2005-12-08,198.07,198.48,201.36,197.25,35024,20417000,2.07,0,0,0.25
2005-12-09,198.48,201.36,203.01,196.84,74728,43866000,3.11,1.45,2.88,0.53
2005-12-12,202.18,202.18,205.47,200.13,64411,38175000,2.65,0.41,0.82,0.46
2005-12-13,201.36,202.18,202.18,199.31,36789,21586000,1.42,0,0,0.26
2005-12-14,202.18,209.17,212.87,200.95,144803,87156000,5.9,3.46,6.99,1.03
2005-12-15,209.58,206.29,210.82,205.88,130722,78839000,2.36,-1.38,-2.88,0.93
2005-12-16,206.29,206.71,207.53,204.65,56907,34144000,1.4,0.2,0.42,0.4
2005-12-19,206.71,205.88,207.53,204.24,41006,24564000,1.59,-0.4,-0.83,0.29
2005-12-20,205.88,209.99,211.64,205.47,93815,56894000,3,2,4.11,0.67
2005-12-21,209.99,208.76,214.93,208.35,112303,68925000,3.13,-0.59,-1.23,0.8
2005-12-22,208.35,208.76,209.99,206.71,48509,29346000,1.57,0,0,0.34
2005-12-23,208.76,211.64,212.87,208.76,73090,44653000,1.97,1.38,2.88,0.52
2005-12-26,213.69,215.75,217.39,212.05,158728,98606000,2.52,1.94,4.11,1.13
2005-12-27,215.75,214.52,215.75,212.87,55933,34568000,1.33,-0.57,-1.23,0.4
2005-12-28,214.52,213.28,214.52,211.64,48707,29975000,1.34,-0.58,-1.24,0.35
2005-12-29,213.28,215.34,216.98,212.05,79597,49418000,2.31,0.97,2.06,0.56
2005-12-30,215.75,212.05,216.16,211.64,56389,34766000,2.1,-1.53,-3.29,0.4
2006-01-04,211.64,217.8,219.86,211.23,154450,96989000,4.07,2.71,5.75,1.1
2006-01-05,218.63,219.45,220.68,216.16,153855,96812000,2.08,0.76,1.65,1.09
2006-01-06,222.74,223.15,226.85,220.68,238663,153652000,2.81,1.69,3.7,1.69
2006-01-09,222.74,222.33,224.38,220.27,110221,70422000,1.84,-0.37,-0.82,0.78
2006-01-10,220.68,217.8,221.09,212.46,214267,133992000,3.88,-2.04,-4.53,1.52
2006-01-11,217.8,215.75,220.68,214.52,97492,60874000,2.83,-0.94,-2.05,0.69
2006-01-12,214.93,217.8,217.8,214.11,67205,41928000,1.71,0.95,2.05,0.48
2006-01-13,216.57,214.93,220.68,213.69,79966,49797000,3.21,-1.32,-2.87,0.57
2006-01-16,213.69,209.99,213.69,209.58,97704,59761000,1.91,-2.3,-4.94,0.69
2006-01-17,209.99,212.05,213.69,208.35,54548,33457000,2.54,0.98,2.06,0.39
2006-01-18,212.05,215.75,216.98,210.82,67116,41664000,2.9,1.74,3.7,0.48
2006-01-19,215.75,217.8,218.63,213.69,79591,49647000,2.29,0.95,2.05,0.56
2006-01-20,219.45,215.75,219.86,213.69,62290,38794000,2.83,-0.94,-2.05,0.44
2006-01-23,215.75,213.69,216.57,212.05,70773,43698000,2.1,-0.95,-2.06,0.5
2006-01-24,212.87,216.98,217.39,212.05,83739,51929000,2.5,1.54,3.29,0.59
2006-01-25,216.57,220.68,221.09,215.75,115598,72851000,2.46,1.71,3.7,0.82
2006-02-06,220.68,222.74,225.62,219.45,107031,68383000,2.8,0.93,2.06,0.76
2006-02-07,222.74,218.63,222.74,214.52,120944,76012000,3.69,-1.85,-4.11,0.86
2006-02-08,217.39,218.63,219.04,213.69,76537,47678000,2.45,0,0,0.54
2006-02-09,217.8,214.11,218.22,213.69,72779,45127000,2.07,-2.07,-4.52,0.52
2006-02-10,214.52,214.93,216.16,212.46,59488,36875000,1.73,0.38,0.82,0.42
2006-02-13,214.93,214.93,216.98,212.87,54384,33694000,1.91,0,0,0.39
2006-02-14,214.11,215.75,218.22,212.87,54176,33789000,2.49,0.38,0.82,0.38
2006-02-15,217.39,219.45,224.38,217.39,151888,96683000,3.24,1.71,3.7,1.08
2006-02-16,218.63,213.28,218.63,213.28,94300,58602000,2.44,-2.81,-6.17,0.67
2006-02-17,213.28,216.16,217.8,211.64,86068,53456000,2.89,1.35,2.88,0.61
2006-02-20,216.16,218.22,221.92,213.69,111640,70511000,3.81,0.95,2.06,0.79
2006-02-21,218.22,238.77,240.83,216.98,448756,296836000,10.93,9.42,20.55,3.18
2006-02-22,237.95,238.77,241.24,233.43,366174,248056000,3.27,0,0,2.6
2006-02-23,239.18,247.81,249.87,238.36,464860,323756992,4.82,3.79,9.04,3.3
2006-02-24,247.81,248.64,249.05,243.29,265480,185344992,2.32,0.33,0.83,1.88
2006-02-27,249.46,240,251.51,239.18,228343,157472992,4.96,-3.47,-8.64,1.62
2006-02-28,239.18,240.83,242.88,232.19,182256,123162000,4.45,0.35,0.83,1.29
2006-03-01,240.83,238.36,242.88,236.71,142523,96867000,2.56,-1.03,-2.47,1.01
2006-03-02,238.36,229.31,238.77,226.03,208867,138276992,5.34,-3.8,-9.05,1.48
2006-03-03,228.49,228.49,231.37,223.97,154893,100863000,3.23,-0.36,-0.82,1.1
2006-03-06,227.67,229.31,232.6,226.85,90699,59617000,2.52,0.36,0.82,0.64
2006-03-07,229.31,219.45,229.31,219.04,115104,73589000,4.48,-4.3,-9.86,0.82
2006-03-08,219.04,221.92,223.56,217.39,87535,55516000,2.81,1.13,2.47,0.62
2006-03-09,221.92,216.16,221.92,214.11,96819,60652000,3.52,-2.6,-5.76,0.69
2006-03-10,215.75,213.69,218.22,212.87,105557,65528000,2.48,-1.14,-2.47,0.75
2006-03-13,214.52,217.39,218.22,213.28,86845,54041000,2.31,1.73,3.7,0.62
2006-03-14,216.98,214.52,217.39,213.28,74336,46088000,1.89,-1.32,-2.87,0.53
2006-03-15,214.52,217.8,217.8,214.52,59902,37442000,1.53,1.53,3.28,0.43
2006-03-16,217.8,218.22,221.5,216.57,76519,48290000,2.26,0.19,0.42,0.54
2006-03-17,218.22,214.52,219.04,214.52,59477,37054000,2.07,-1.7,-3.7,0.42
2006-03-20,214.52,217.8,218.63,212.46,67418,42004000,2.88,1.53,3.28,0.48
2006-03-21,217.8,220.68,223.56,215.75,162677,103448000,3.59,1.32,2.88,1.15
2006-03-22,221.09,220.68,223.15,219.04,73080,46371000,1.86,0,0,0.52
2006-03-23,220.68,222.74,224.38,220.68,92361,59044000,1.68,0.93,2.06,0.66
2006-03-24,222.74,219.04,223.56,219.04,71661,45433000,2.03,-1.66,-3.7,0.51
2006-03-27,219.04,220.68,221.09,214.11,88769,55648000,3.19,0.75,1.64,0.63
2006-03-28,220.68,222.33,223.15,219.45,91951,58630000,1.68,0.75,1.65,0.65
2006-03-29,222.74,226.85,230.14,222.33,190397,123464000,3.51,2.03,4.52,1.35
2006-03-30,226.44,221.5,228.49,219.04,129191,82853000,4.17,-2.36,-5.35,0.92
2006-03-31,218.63,221.5,225.62,216.98,103648,65720000,3.9,0,0,0.74
2006-04-03,219.45,223.15,225.62,217.8,125978,80419000,3.53,0.74,1.65,0.89
2006-04-04,223.15,229.73,232.19,221.5,201242,131220000,4.79,2.95,6.58,1.43
2006-04-05,229.73,230.96,233.43,227.26,192601,127274000,2.69,0.54,1.23,1.37
2006-04-06,232.19,227.67,234.66,226.44,178045,116712000,3.56,-1.42,-3.29,1.26
2006-04-07,227.67,225.62,229.31,223.15,119630,77509000,2.71,-0.9,-2.05,0.85
2006-04-10,226.03,236.71,237.13,226.03,200389,133943000,4.92,4.92,11.09,1.42
2006-04-11,236.71,244.11,248.64,233.84,312124,213419008,6.25,3.13,7.4,2.21
2006-04-12,244.11,236.71,244.52,235.89,160220,109360000,3.54,-3.03,-7.4,1.14
2006-04-13,235.48,231.78,240.83,230.96,152970,102462000,4.17,-2.08,-4.93,1.09
2006-04-14,231.37,241.24,241.65,230.14,140248,94447000,4.97,4.08,9.46,1
2006-04-17,241.24,240,243.7,237.13,133423,91209000,2.72,-0.51,-1.24,0.95
2006-04-18,240,236.71,242.47,235.89,109311,73985000,2.74,-1.37,-3.29,0.78
2006-04-19,237.54,242.47,246.99,233.43,221367,151203008,5.73,2.43,5.76,1.57
2006-04-20,242.06,238.77,245.35,237.13,139801,95454000,3.39,-1.53,-3.7,0.99
2006-04-21,238.77,240.83,242.88,235.48,174793,119113000,3.1,0.86,2.06,1.24
2006-04-24,239.18,227.26,241.65,226.85,237667,158330000,6.15,-5.63,-13.57,1.69
2006-04-25,226.85,222.33,226.85,218.63,170603,109468000,3.62,-2.17,-4.93,1.21
2006-04-26,224.38,248.64,248.64,223.97,228455,158274000,11.1,11.83,26.31,1.62
2006-04-27,259.32,261.79,269.6,252.75,858524,630296000,6.78,5.29,13.15,6.09
2006-04-28,275.77,283.58,292.21,258.09,684980,523033984,13.03,8.32,21.79,4.86
2006-05-08,283.58,282.76,290.57,276.18,411771,324024992,5.07,-0.29,-0.82,2.92
2006-05-09,283.58,304.54,309.06,274.53,495567,394876000,12.21,7.7,21.78,3.52
2006-05-10,302.08,300.43,315.64,290.98,417477,349094016,8.1,-1.35,-4.11,2.96
2006-05-11,298.79,301.67,319.34,294.27,457817,390102016,8.34,0.41,1.24,3.25
2006-05-12,302.08,310.71,317.29,300.43,375639,319976000,5.59,3,9.04,2.67
2006-05-15,309.48,314.41,317.29,302.08,351064,297640000,4.9,1.19,3.7,2.49
2006-05-16,311.12,296.73,313.18,290.98,352574,291836000,7.06,-5.62,-17.68,2.5
2006-05-17,297.14,297.97,307.83,292.62,265215,219568992,5.13,0.42,1.24,1.88
2006-05-18,298.38,292.62,298.79,283.99,232857,187544992,4.97,-1.8,-5.35,1.65
2006-05-19,292.62,301.25,304.95,289.74,252505,208534000,5.2,2.95,8.63,1.79
2006-05-22,299.2,297.14,301.25,293.44,256455,210183008,2.59,-1.36,-4.11,1.82
2006-05-23,294.68,282.34,295.09,281.93,233881,186638000,4.43,-4.98,-14.8,1.66
2006-05-24,282.76,289.74,299.61,282.34,262901,211920992,6.12,2.62,7.4,1.87
2006-05-25,289.74,296.73,298.79,284.4,211028,171703008,4.97,2.41,6.99,1.5
2006-05-26,298.79,320.57,329.21,297.97,709075,612342976,10.53,8.03,23.84,5.03
2006-06-12,284.4,284.4,284.4,284.4,22687,17922000,0,-11.28,-36.17,0.16
2006-06-13,251.92,251.92,259.73,251.92,867240,618648000,2.75,-11.42,-32.48,6.15
2006-06-14,251.51,252.75,254.8,241.24,304772,214766000,5.38,0.33,0.83,2.16
2006-06-16,256.04,251.92,258.5,250.28,292451,208844000,3.25,-0.33,-0.83,2.08
2006-06-19,249.46,250.28,253.57,239.18,200856,141334000,5.71,-0.65,-1.64,1.43
2006-06-20,249.87,252.34,253.98,246.17,202263,143171008,3.12,0.82,2.06,1.44
2006-06-21,252.34,254.8,256.04,250.69,238934,171000992,2.12,0.97,2.46,1.7
2006-06-22,254.8,263.85,267.13,253.57,361339,266218000,5.32,3.55,9.05,2.56
2006-06-23,262.61,259.32,262.61,257.27,187236,136584992,2.02,-1.72,-4.53,1.33
2006-06-27,259.32,263.85,265.08,258.91,209260,153652992,2.38,1.75,4.53,1.48
2006-06-28,263.85,260.15,263.85,259.32,194498,142650000,1.72,-1.4,-3.7,1.38
2006-06-29,259.73,266.72,267.55,258.5,222134,164791008,3.48,2.53,6.57,1.58
2006-06-30,267.55,270.42,275.36,267.13,223635,169300992,3.09,1.39,3.7,1.59
2006-07-03,270.42,292.62,296.73,270.42,325488,258392000,9.73,8.21,22.2,2.31
2006-07-04,293.03,290.15,295.09,282.34,229465,183715008,4.36,-0.84,-2.47,1.63
2006-07-05,290.15,290.57,297.97,288.51,267597,216430000,3.26,0.14,0.42,1.9
2006-07-06,290.57,286.46,290.57,283.58,211302,167412992,2.41,-1.41,-4.11,1.5
2006-07-07,286.46,276.59,286.46,271.25,261447,203779008,5.31,-3.45,-9.87,1.86
2006-07-19,261.79,253.57,267.96,249.46,123883,89717000,6.69,-8.32,-23.02,0.88
2006-07-20,253.57,254.39,258.09,251.92,59909,42991000,2.43,0.32,0.82,0.43
2006-07-21,254.8,255.62,261.79,254.8,64034,46545000,2.75,0.48,1.23,0.45
2006-07-24,254.39,258.09,258.91,249.46,41847,30064000,3.7,0.97,2.47,0.3
2006-07-25,257.68,256.86,260.56,256.04,70549,51096000,1.75,-0.48,-1.23,0.5
2006-07-26,256.86,253.98,257.68,252.34,81597,58427000,2.08,-1.12,-2.88,0.58
2006-07-27,253.57,249.87,256.86,247.81,142410,101244000,3.56,-1.62,-4.11,1.01
2006-07-28,249.46,245.76,252.34,242.06,111252,77385000,4.11,-1.64,-4.11,0.79
2006-07-31,243.29,235.89,244.11,234.66,114640,77544000,3.85,-4.02,-9.87,0.81
2006-08-01,236.3,235.07,239.18,230.96,68052,45597000,3.48,-0.35,-0.82,0.48
2006-08-02,235.07,240,241.24,233.01,64418,43451000,3.5,2.1,4.93,0.46
2006-08-03,241.65,240.83,243.29,237.13,47455,32417000,2.57,0.35,0.83,0.34
2006-08-04,241.24,233.84,242.47,233.84,40715,27579000,3.58,-2.9,-6.99,0.29
2006-08-07,233.01,229.31,238.36,228.9,54028,36052000,4.05,-1.94,-4.53,0.38
2006-08-08,230.96,238.77,239.18,230.96,63086,42337000,3.58,4.13,9.46,0.45
2006-08-09,239.18,236.71,240.41,235.89,38996,26382000,1.89,-0.86,-2.06,0.28
2006-08-10,236.3,241.24,241.65,235.48,47798,32607000,2.61,1.91,4.53,0.34
2006-08-11,242.47,240,242.47,239.18,32001,21891000,1.36,-0.51,-1.24,0.23
2006-08-14,240.41,239.59,245.35,238.36,60740,41631000,2.91,-0.17,-0.41,0.43
2006-08-15,240,243.29,244.11,237.13,46837,32108000,2.91,1.54,3.7,0.33
2006-08-16,244.11,248.64,249.87,243.29,71283,49959000,2.7,2.2,5.35,0.51
2006-08-17,248.64,251.1,251.51,243.7,55224,38682000,3.14,0.99,2.46,0.39
2006-08-18,251.1,244.52,251.51,242.47,67611,47248000,3.6,-2.62,-6.58,0.48
2006-08-21,240.41,250.69,251.51,233.43,68353,47495000,7.39,2.52,6.17,0.48
2006-08-22,249.05,249.87,254.39,248.22,57785,40989000,2.46,-0.33,-0.82,0.41
2006-08-23,248.64,249.87,254.8,248.22,71034,50492000,2.63,0,0,0.5
2006-08-24,250.28,249.05,250.69,244.11,82649,57908000,2.63,-0.33,-0.82,0.59
2006-08-25,249.05,246.99,250.28,245.76,38200,26733000,1.81,-0.83,-2.06,0.27
2006-08-28,247.4,258.91,261.79,245.76,159357,114795000,6.49,4.83,11.92,1.13
2006-08-29,259.32,256.04,263.43,253.98,104885,76297000,3.65,-1.11,-2.87,0.74
2006-08-30,256.04,256.04,257.68,253.57,51177,36871000,1.61,0,0,0.36
2006-08-31,256.04,256.86,260.97,253.98,72032,52130000,2.73,0.32,0.82,0.51
2006-09-01,256.04,249.87,256.86,247.81,61895,43900000,3.52,-2.72,-6.99,0.44
2006-09-04,249.87,251.51,252.34,249.05,46042,32643000,1.32,0.66,1.64,0.33
2006-09-05,251.92,252.34,257.68,249.87,113257,81033000,3.11,0.33,0.83,0.8
2006-09-06,251.92,253.98,254.39,250.28,59361,42259000,1.63,0.65,1.64,0.42
2006-09-07,253.98,255.62,260.97,251.51,132162,95753000,3.72,0.65,1.64,0.94
2006-09-08,255.62,256.86,258.09,253.57,76396,55096000,1.77,0.49,1.24,0.54
2006-09-11,253.16,264.67,265.9,253.16,202466,148930000,4.96,3.04,7.81,1.44
2006-09-12,264.67,265.08,269.19,262.2,132605,98758000,2.64,0.15,0.41,0.94
2006-09-13,264.67,263.85,271.25,261.79,173605,130265000,3.57,-0.46,-1.23,1.23
2006-09-14,263.85,267.96,275.77,263.43,192155,144576000,4.68,1.56,4.11,1.36
2006-09-15,267.96,273.3,274.12,265.9,195950,148740992,3.07,1.99,5.34,1.39
2006-09-18,276.18,272.89,277.41,270.42,119216,90988000,2.56,-0.15,-0.41,0.85
2006-09-19,272.89,276.59,281.11,271.25,155532,120214000,3.61,1.36,3.7,1.1
2006-09-20,276.18,275.36,277.41,273.3,84746,65001000,1.49,-0.44,-1.23,0.6
2006-09-21,275.36,276.59,281.52,275.36,110191,85330000,2.24,0.45,1.23,0.78
2006-09-22,277,267.55,280.29,263.85,164154,124453000,5.94,-3.27,-9.04,1.16
2006-09-25,264.67,271.66,274.53,264.26,101755,76750000,3.84,1.54,4.11,0.72
2006-09-26,270.83,270.83,272.48,267.96,64160,48444000,1.66,-0.31,-0.83,0.46
2006-09-27,270.83,288.92,291.8,269.6,253061,199228000,8.2,6.68,18.09,1.8
2006-09-28,288.51,286.46,289.33,282.34,155723,123553000,2.42,-0.85,-2.46,1.1
2006-09-29,286.87,295.09,299.2,285.63,263771,214527008,4.74,3.01,8.63,1.87
2006-10-09,301.67,316.88,318.93,300.84,354072,302136992,6.13,7.38,21.79,2.51
2006-10-13,316.46,330.85,348.12,315.23,540445,489180000,10.38,4.41,13.97,3.83
2006-10-16,331.26,323.04,337.84,322.63,246459,221180992,4.6,-2.36,-7.81,1.75
2006-10-17,321.81,329.21,332.09,317.7,201490,179342000,4.45,1.91,6.17,1.43
2006-10-18,328.39,333.32,337.02,325.1,174779,158167008,3.62,1.25,4.11,1.24
2006-10-19,333.73,327.56,333.73,326.33,130705,117801000,2.22,-1.73,-5.76,0.93
2006-10-20,325.92,332.5,335.78,325.51,184404,167203008,3.14,1.51,4.94,1.31
2006-10-23,332.91,330.85,342.77,325.92,245658,224924000,5.07,-0.5,-1.65,1.74
2006-10-24,330.03,346.47,350.17,329.62,348735,323768000,6.21,4.72,15.62,2.47
